date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:03	74445/74445	---M--	200	added ('OK')	image/jpeg	etag:%22122cd-5baaa1a663061%22	https://preview.colorlib.com/theme/abcbook/assets/img/elements/g6.jpg	D:/xampp/htdocs/testcrawl1/temp/preview.colorlib.com/theme/abcbook/assets/img/elements/g6.jpg	(from https://preview.colorlib.com/theme/abcbook/elements.html)
15:42:03	157297/157297	---M--	200	added ('OK')	image/jpeg	etag:%2226671-5baaa1a80ad8e%22	https://preview.colorlib.com/theme/abcbook/assets/img/elements/g7.jpg	D:/xampp/htdocs/testcrawl1/temp/preview.colorlib.com/theme/abcbook/assets/img/elements/g7.jpg	(from https://preview.colorlib.com/theme/abcbook/elements.html)
15:42:03	16790/16790	---M--	200	added ('OK')	image/jpeg	etag:%224196-5baaa1a92ddc2%22	https://preview.colorlib.com/theme/abcbook/assets/img/elements/g8.jpg	D:/xampp/htdocs/testcrawl1/temp/preview.colorlib.com/theme/abcbook/assets/img/elements/g8.jpg	(from https://preview.colorlib.com/theme/abcbook/elements.html)
15:42:04	32173/32173	---M--	200	added ('OK')	image/jpeg	etag:%227dad-5baaa190ab836%22	https://preview.colorlib.com/theme/abcbook/assets/img/blog/single_blog_2.jpg	D:/xampp/htdocs/testcrawl1/temp/preview.colorlib.com/theme/abcbook/assets/img/blog/single_blog_2.jpg	(from https://preview.colorlib.com/theme/abcbook/blog.html)
15:42:04	40064/40064	---M--	200	added ('OK')	image/jpeg	etag:%229c80-5baaa19114fb1%22	https://preview.colorlib.com/theme/abcbook/assets/img/blog/single_blog_3.jpg	D:/xampp/htdocs/testcrawl1/temp/preview.colorlib.com/theme/abcbook/assets/img/blog/single_blog_3.jpg	(from https://preview.colorlib.com/theme/abcbook/blog.html)
15:42:04	27578/27578	---M--	200	added ('OK')	image/jpeg	etag:%226bba-5baaa18f7fb63%22	https://preview.colorlib.com/theme/abcbook/assets/img/blog/single_blog_4.jpg	D:/xampp/htdocs/testcrawl1/temp/preview.colorlib.com/theme/abcbook/assets/img/blog/single_blog_4.jpg	(from https://preview.colorlib.com/theme/abcbook/blog.html)
15:42:05	49751/49751	---M--	200	added ('OK')	image/jpeg	etag:%22c257-5baaa18ffea9d%22	https://preview.colorlib.com/theme/abcbook/assets/img/blog/single_blog_5.jpg	D:/xampp/htdocs/testcrawl1/temp/preview.colorlib.com/theme/abcbook/assets/img/blog/single_blog_5.jpg	(from https://preview.colorlib.com/theme/abcbook/blog.html)
15:42:05	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jun%202025%2008:42:06%20GMT	https://preview.colorlib.com/theme/abcbook/%22https://maps.gstatic.com/mapfiles/openhand_8_8.cur%22	D:/xampp/htdocs/testcrawl1/temp/preview.colorlib.com/theme/abcbook/_https_/maps.gstatic.com/mapfiles/openhand_8_8.cur_	(from https://preview.colorlib.com/theme/abcbook/contact.html)
15:42:05	1642/1642	---M--	200	added ('OK')	image/png	date:Tue,%2018%20May%202021%2019:15:00%20GMT	https://maps.gstatic.com/mapfiles/api-3/images/google_white5.png	D:/xampp/htdocs/testcrawl1/temp/maps.gstatic.com/mapfiles/api-3/images/google_white5.png	(from https://preview.colorlib.com/theme/abcbook/contact.html)
15:42:07	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226839adc4-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/xampp/htdocs/testcrawl1/temp/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/abcbook/contact.html)
